ID,CreationDate,EndOutcome,y_xy,DistanceSEA,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,y_xy,x,y
669,19/02/2023 23:42,SQ,174.7342937 -36.81534574,0,4-NoSignOfFlowering,0.1,0.05,Seedling,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7342937 -36.81534574,174.7342937,-36.81534574
670,20/02/2023 0:32,S,174.7333642 -36.81549071,18.41,1-Too soon to tell,0.3,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7333642 -36.81549071,174.7333642,-36.81549071
671,20/02/2023 0:52,S,174.7334522 -36.81535945,3.31,1-Too soon to tell,0.2,0.1,Seedling,1-Too soon to tell,0.3,1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7334522 -36.81535945,174.7334522,-36.81535945
672,20/02/2023 1:07,S,174.7338314 -36.81489609,0,,,,,,,,,6-Pods bursting or fruit mature,0.4,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.2,0.6,Adult,,,,,,,,,,,,174.7338314 -36.81489609,174.7338314,-36.81489609
673,20/02/2023 1:41,SQ,174.7337154 -36.81500456,0,4-NoSignOfFlowering,0.5,0.3,Adult,5-Pods or Fruit forming,0.6,1,Adult,6-Pods bursting or fruit mature,0.3,0.3,Adult,,,,4-NoSignOfFlowering,0.2,0.5,Adult,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,174.7337154 -36.81500456,174.7337154,-36.81500456
674,20/02/2023 2:03,SQ,174.7339661 -36.81475021,0,,,,,5-Pods or Fruit forming,2,1.5,Adult,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,0.1,0.2,Adult,,,,,,,,,,,,174.7339661 -36.81475021,174.7339661,-36.81475021
675,20/02/2023 22:35,SQ,174.7331052 -36.81564682,48.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7331052 -36.81564682,174.7331052,-36.81564682
676,20/02/2023 23:10,SQ,174.7341985 -36.8141838,0,4-NoSignOfFlowering,0.1,0.1,Seedling,4-NoSignOfFlowering,2,10,Adult,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,2,Adult,,,,,,,,,,,,174.7341985 -36.8141838,174.7341985,-36.8141838
677,21/02/2023 0:13,SQ,174.7322717 -36.81499156,60.58,4-NoSignOfFlowering,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,5,6,Adult,,,,,,,,,,,,174.7322717 -36.81499156,174.7322717,-36.81499156
678,21/02/2023 0:56,SQ,174.73302 -36.81442344,0,3-Flowers visible,2,1.5,Adult,3-Flowers visible,2,8,Adult,4-NoSignOfFlowering,0.5,0.3,Juvenile,,,,5-Pods or Fruit forming,3,6,Adult,,,,,,,,,4-NoSignOfFlowering,1,10,Adult,,,,,,,,,,,,,,,,,,,,174.73302 -36.81442344,174.73302,-36.81442344
679,21/02/2023 1:19,S,174.7331654 -36.81391529,0,4-NoSignOfFlowering,1,0.5,Adult,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.3,1,Adult,,,,,,,,,,,,174.7331654 -36.81391529,174.7331654,-36.81391529
680,21/02/2023 1:37,SQ,174.7329474 -36.81408163,0,,,,,,,,,,0.1,0.1,Seedling,,,,4-NoSignOfFlowering,0.3,0.2,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7329474 -36.81408163,174.7329474,-36.81408163
681,21/02/2023 2:12,S,174.7328275 -36.81417751,0,3-Flowers visible,5,3,Adult,5-Pods or Fruit forming,1,2,Adult,1-Too soon to tell,0.2,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7328275 -36.81417751,174.7328275,-36.81417751
682,21/02/2023 22:42,S,174.7280877 -36.81064014,48.11,4-NoSignOfFlowering,0.3,0.2,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,20,Adult,,,,,,,,,,,,174.7280877 -36.81064014,174.7280877,-36.81064014
683,21/02/2023 23:05,SQ,174.7278329 -36.81010726,68.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7278329 -36.81010726,174.7278329,-36.81010726
684,21/02/2023 23:25,SQ,174.7278329 -36.81010726,68.06,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,,,,,,,,174.7278329 -36.81010726,174.7278329,-36.81010726
685,22/02/2023 0:24,SQ,174.7276733 -36.81117847,0,,,,,3-Flowers visible,1,2,Adult,6-Pods bursting or fruit mature,1.5,1.5,Adult,0-Don't know,,,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,174.7276733 -36.81117847,174.7276733,-36.81117847
686,22/02/2023 2:14,SQ,174.7273732 -36.81085568,0,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,6-Pods bursting or fruit mature,0.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,1,Adult,174.7273732 -36.81085568,174.7273732,-36.81085568
687,22/02/2023 3:31,SQ,174.7274428 -36.81084998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2,8,Adult,174.7274428 -36.81084998,174.7274428,-36.81084998
688,22/02/2023 21:12,DP,174.7275126 -36.81084428,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7275126 -36.81084428,174.7275126,-36.81084428
689,22/02/2023 21:25,SQ,174.7273035 -36.81086138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7273035 -36.81086138,174.7273035,-36.81086138
690,22/02/2023 21:52,S,174.7272338 -36.81086704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7272338 -36.81086704,174.7272338,-36.81086704
691,22/02/2023 22:19,SQ,174.7272758 -36.81054564,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1.5,Adult,,,,,,,,,,,,174.7272758 -36.81054564,174.7272758,-36.81054564
692,22/02/2023 22:49,SQ,174.7272758 -36.81054564,0,5-Pods or Fruit forming,2,2,Adult,,,,,,,,,4-NoSignOfFlowering,1,1,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.2,1,Adult,,,,,,,,3-Flowers visible,1.5,2,Adult,174.7272758 -36.81054564,174.7272758,-36.81054564
693,22/02/2023 23:06,S,174.727162 -36.8102345,30.3,4-NoSignOfFlowering,0.2,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.727162 -36.8102345,174.727162,-36.8102345
694,22/02/2023 23:35,SQ,174.726659 -36.81017407,0,4-NoSignOfFlowering,0.1,0.1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.726659 -36.81017407,174.726659,-36.81017407
695,23/02/2023 1:27,SQ,174.735595 -36.81244619,7.26,4-NoSignOfFlowering,0.3,0.1,Juvenile,5-Pods or Fruit forming,1.5,12,Adult,6-Pods bursting or fruit mature,1.5,1.5,Adult,,,,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,4-NoSignOfFlowering,1.5,4,Adult,,,,,,,,3-Flowers visible,1.5,2,Adult,174.735595 -36.81244619,174.735595,-36.81244619
696,23/02/2023 2:00,S,174.7354531 -36.81164853,13.66,4-NoSignOfFlowering,,0.1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7354531 -36.81164853,174.7354531,-36.81164853
697,23/02/2023 2:24,S,174.7353327 -36.81082178,63.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2.5,1.5,Adult,,,,,,,,3-Flowers visible,0.8,0.5,Adult,,,,,174.7353327 -36.81082178,174.7353327,-36.81082178
698,26/02/2023 21:27,SQ,174.7319029 -36.81527248,97.17,1-Too soon to tell,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7319029 -36.81527248,174.7319029,-36.81527248
699,26/02/2023 22:07,SQ,174.7315381 -36.81454418,0,1-Too soon to tell,0.2,0.2,Seedling,1-Too soon to tell,0.3,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7315381 -36.81454418,174.7315381,-36.81454418
700,26/02/2023 22:34,S,174.7323252 -36.81455981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7323252 -36.81455981,174.7323252,-36.81455981
701,26/02/2023 22:49,SQ,174.7324442 -36.81447038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,3,Adult,,,,4-NoSignOfFlowering,2,1,Adult,,,,,174.7324442 -36.81447038,174.7324442,-36.81447038
702,26/02/2023 23:00,SQ,174.7325774 -36.81437608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,4,5,Adult,,,,,174.7325774 -36.81437608,174.7325774,-36.81437608
703,26/02/2023 23:03,DP,174.732706 -36.81429059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732706 -36.81429059,174.732706,-36.81429059
704,26/02/2023 23:18,SQ,174.7320307 -36.81516792,92.29,,,,,,,,,,,,,,,,1-Too soon to tell,0.1,1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7320307 -36.81516792,174.7320307,-36.81516792
705,27/02/2023 0:31,SQ,174.732892 -36.8109097,40.23,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732892 -36.8109097,174.732892,-36.8109097
706,27/02/2023 0:51,SQ,174.7327544 -36.8112143,0,,,,,4-NoSignOfFlowering,0.1,0.1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327544 -36.8112143,174.7327544,-36.8112143
707,27/02/2023 1:12,SQ,174.7328458 -36.81139753,33.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Juvenile,,,,,,,,,,,,,,,,,,,,174.7328458 -36.81139753,174.7328458,-36.81139753
708,27/02/2023 1:17,S,174.7328458 -36.81139753,33.35,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7328458 -36.81139753,174.7328458,-36.81139753
709,27/02/2023 2:23,S,174.7370811 -36.81092668,96.63,5-Pods or Fruit forming,6,10,Adult,,,,,,,,,5-Pods or Fruit forming,1.2,2,4-NoSignOfFlowering,3,4,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2,4,Adult,174.7370811 -36.81092668,174.7370811,-36.81092668
710,27/02/2023 22:21,SQ,174.7324674 -36.81157766,0,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,0.1,Seedling,,,,,,,,,4-NoSignOfFlowering,2.5,2,Adult,,,,,,,,,,,,,,,,,,,,174.7324674 -36.81157766,174.7324674,-36.81157766
711,27/02/2023 22:58,SQ,174.7330297 -36.81239255,0,4-NoSignOfFlowering,1,1,Adult,4-NoSignOfFlowering,1,1,Adult,4-NoSignOfFlowering,1,3,Adult,,,,4-NoSignOfFlowering,0.3,0.1,Seedling,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,,,,,3-Flowers visible,1,1.5,Adult,174.7330297 -36.81239255,174.7330297,-36.81239255
712,27/02/2023 23:25,SQ,174.7332646 -36.81234716,29.86,,,,,4-NoSignOfFlowering,1.5,2,Adult,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,4-NoSignOfFlowering,3,0.5,Adult,,,,,174.7332646 -36.81234716,174.7332646,-36.81234716
713,27/02/2023 23:50,SQ,174.7331578 -36.81213149,14.26,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,6-Pods bursting or fruit mature,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,3,,,,,,,,,,,,,174.7331578 -36.81213149,174.7331578,-36.81213149
714,27/02/2023 23:54,V,174.7334352 -36.81196431,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7334352 -36.81196431,174.7334352,-36.81196431
715,28/02/2023 0:47,S,174.7330551 -36.81190586,23.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7330551 -36.81190586,174.7330551,-36.81190586
716,28/02/2023 0:57,SQ,174.7330739 -36.81167516,57.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7330739 -36.81167516,174.7330739,-36.81167516
717,28/02/2023 1:15,SQ,174.7340754 -36.81143546,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,2,Adult,,,,,,,,,,,,,,,,174.7340754 -36.81143546,174.7340754,-36.81143546
718,28/02/2023 1:31,SQ,174.7331867 -36.81029092,129.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7331867 -36.81029092,174.7331867,-36.81029092
719,28/02/2023 2:29,SQ,174.7366134 -36.8121084,61.35,4-NoSignOfFlowering,1,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366134 -36.8121084,174.7366134,-36.8121084
720,28/02/2023 2:34,S,174.7369852 -36.81203745,80.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369852 -36.81203745,174.7369852,-36.81203745
721,28/02/2023 2:41,SQ,174.7372867 -36.81205568,94.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7372867 -36.81205568,174.7372867,-36.81205568
722,28/02/2023 21:47,S,174.7374022 -36.81114109,77.19,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7374022 -36.81114109,174.7374022,-36.81114109
723,28/02/2023 22:32,SQ,174.7376627 -36.81235328,51.08,5-Pods or Fruit forming,3.5,3,Adult,,,,,4-NoSignOfFlowering,1.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7376627 -36.81235328,174.7376627,-36.81235328
724,28/02/2023 22:55,SQ,174.7377093 -36.81187529,72.4,4-NoSignOfFlowering,0.1,0.2,Seedling,,,,,6-Pods bursting or fruit mature,1,0.5,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,5-Pods or Fruit forming,2.5,3,Adult,,,,,,,,,,,,174.7377093 -36.81187529,174.7377093,-36.81187529
725,28/02/2023 23:45,SQ,174.7383686 -36.81352984,41.65,4-NoSignOfFlowering,1,1.5,Adult,2-Buds forming,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,Adult,,,,,,,,,,,,174.7383686 -36.81352984,174.7383686,-36.81352984
726,1/03/2023 1:39,SQ,174.7384143 -36.81370218,70.13,4-NoSignOfFlowering,2.5,1.5,Adult,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.2,Juvenile,,,,,,,,,4-NoSignOfFlowering,2.5,1,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.3,2,Adult,174.7384143 -36.81370218,174.7384143,-36.81370218
727,1/03/2023 2:01,SQ,174.7381579 -36.81369065,45.97,3-Flowers visible,3,1.5,Adult,,,,,,,,,,,,4-NoSignOfFlowering,0.2,0.1,Seedling,,,,,,,,,4-NoSignOfFlowering,3,2,Adult,,,,,4-NoSignOfFlowering,3,2,Adult,,,,,,,,,,,,174.7381579 -36.81369065,174.7381579,-36.81369065
728,1/03/2023 2:45,S,174.7393214 -36.81352993,30.64,4-NoSignOfFlowering,0.2,0.1,Seedling,5-Pods or Fruit forming,1.5,2,Adult,,,,,,,,4-NoSignOfFlowering,1.5,0.5,Adult,,,,,,,,,,,,,,,,,5-Pods or Fruit forming,2,4,Adult,,,,,,,,4-NoSignOfFlowering,2,1,Adult,174.7393214 -36.81352993,174.7393214,-36.81352993
729,1/03/2023 21:27,S,174.7383547 -36.8122568,31.92,1-Too soon to tell,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.5,2,Adult,,,,,,,,,,,,,,,,,,,,174.7383547 -36.8122568,174.7383547,-36.8122568
730,1/03/2023 21:59,SQ,174.7383547 -36.8122568,31.92,3-Flowers visible,2,3,Adult,4-NoSignOfFlowering,1,1.5,Adult,4-NoSignOfFlowering,1.2,4,Adult,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,4-NoSignOfFlowering,0.3,1,Adult,,,,,,,,,,,,,,,,,,,,174.7383547 -36.8122568,174.7383547,-36.8122568
731,1/03/2023 22:35,SQ,174.7376012 -36.81162825,71.59,,,,,4-NoSignOfFlowering,1,2,Adult,4-NoSignOfFlowering,1,6,Adult,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,0.5,1,Adult,,,,,,,,,,,,174.7376012 -36.81162825,174.7376012,-36.81162825
732,1/03/2023 22:56,SQ,174.7376321 -36.81135676,66.2,,,,,4-NoSignOfFlowering,1.5,3,Adult,4-NoSignOfFlowering,1,1.5,Adult,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7376321 -36.81135676,174.7376321,-36.81135676
733,1/03/2023 23:24,SQ,174.7380232 -36.81128823,18.53,4-NoSignOfFlowering,0.5,0.1,Adult,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7380232 -36.81128823,174.7380232,-36.81128823
734,1/03/2023 23:43,SQ,174.738121 -36.81292517,34.18,1-Too soon to tell,0.2,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.738121 -36.81292517,174.738121,-36.81292517
735,2/03/2023 1:59,S,174.7370811 -36.81092668,97.93,6-Pods bursting or fruit mature,5,5,Adult,,,,,,,,,,,,4-NoSignOfFlowering,3,1.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7370811 -36.81092668,174.7370811,-36.81092668
736,5/03/2023 21:58,SQ,174.7369361 -36.81242,41.42,5-Pods or Fruit forming,3,3.5,Adult,,,,,1-Too soon to tell,0.5,0.3,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369361 -36.81242,174.7369361,-36.81242
737,5/03/2023 22:47,S,174.737128 -36.8128051,0,4-NoSignOfFlowering,0.5,0.5,Adult,5-Pods or Fruit forming,1.5,2,Adult,6-Pods bursting or fruit mature,2,10,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,3,Adult,,,,,4-NoSignOfFlowering,3,8,Adult,,,,,,,,,,,,174.737128 -36.8128051,174.737128,-36.8128051
738,5/03/2023 23:49,S,174.7367192 -36.81227776,54.2,6-Pods bursting or fruit mature,5,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7367192 -36.81227776,174.7367192,-36.81227776
739,6/03/2023 0:28,DP,174.7368757 -36.81215476,55.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7368757 -36.81215476,174.7368757,-36.81215476
740,6/03/2023 2:43,SQ,174.7343604 -36.81681488,0,5-Pods or Fruit forming,3,10,Adult,5-Pods or Fruit forming,2,8,Adult,6-Pods bursting or fruit mature,1.5,20,Adult,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,4-NoSignOfFlowering,2,6,Adult,3-Flowers visible,10,10,Adult,,,,,,,,,,,,,,,,174.7343604 -36.81681488,174.7343604,-36.81681488
741,6/03/2023 22:35,SQ,174.7336192 -36.81682402,25.89,3-Flowers visible,2,2,Adult,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,3-Flowers visible,5,10,Adult,,,,,,,,,,,,174.7336192 -36.81682402,174.7336192,-36.81682402
742,6/03/2023 22:46,S,174.7327713 -36.81729315,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,174.7327713 -36.81729315,174.7327713,-36.81729315
743,6/03/2023 22:51,S,174.7327713 -36.81729315,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,4-NoSignOfFlowering,3,2,Adult,,,,,,,,,,,,174.7327713 -36.81729315,174.7327713,-36.81729315
744,6/03/2023 23:11,SQ,174.7326008 -36.81698042,79.16,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,3-Flowers visible,3,4,Adult,,,,,,,,,,,,174.7326008 -36.81698042,174.7326008,-36.81698042
745,6/03/2023 23:23,SQ,174.732646 -36.81695251,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,,,,,,,,174.732646 -36.81695251,174.732646,-36.81695251
746,6/03/2023 23:42,SQ,174.7327817 -36.81686882,73.2,4-NoSignOfFlowering,1.5,0.3,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327817 -36.81686882,174.7327817,-36.81686882
747,6/03/2023 23:53,SQ,174.732876 -36.81691391,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732876 -36.81691391,174.732876,-36.81691391
748,7/03/2023 0:04,S,174.7325208 -36.81689912,100.87,4-NoSignOfFlowering,1.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,174.7325208 -36.81689912,174.7325208,-36.81689912
749,7/03/2023 0:16,S,174.732389 -36.81672012,106.43,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732389 -36.81672012,174.732389,-36.81672012
750,7/03/2023 0:31,SQ,174.7318889 -36.81596542,143.93,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2.5,1.5,Adult,,,,,,,,,,,,174.7318889 -36.81596542,174.7318889,-36.81596542
751,7/03/2023 2:06,SQ,174.7311632 -36.81539402,81.71,,,,,,,,,1-Too soon to tell,0.1,0.1,Seedling,6-Pods bursting or fruit mature,0.5,2,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,,,,,,,,174.7311632 -36.81539402,174.7311632,-36.81539402
752,7/03/2023 2:32,SQ,174.7307566 -36.81512769,45.8,4-NoSignOfFlowering,0.5,0.2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,5,Adult,,,,,,,,,,,,,,,,174.7307566 -36.81512769,174.7307566,-36.81512769
753,7/03/2023 2:58,SQ,174.7297402 -36.81441552,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,3,Adult,4-NoSignOfFlowering,0.3,1,Adult,,,,,,,,,,,,174.7297402 -36.81441552,174.7297402,-36.81441552
754,7/03/2023 22:26,SQ,174.7300494 -36.81464028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2,4,Adult,5-Pods or Fruit forming,2,12,Adult,,,,,,,,,,,,174.7300494 -36.81464028,174.7300494,-36.81464028
755,7/03/2023 22:31,DP,174.730199 -36.81404479,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.730199 -36.81404479,174.730199,-36.81404479
756,7/03/2023 22:57,SQ,174.729825 -36.81414369,33.78,5-Pods or Fruit forming,2,1.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,2,Adult,4-NoSignOfFlowering,3,1.5,Adult,,,,,,,,4-NoSignOfFlowering,0.25,0.5,Adult,174.729825 -36.81414369,174.729825,-36.81414369
757,7/03/2023 23:12,S,174.7295277 -36.81427286,50.25,4-NoSignOfFlowering,1.5,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7295277 -36.81427286,174.7295277,-36.81427286
758,7/03/2023 23:39,SQ,174.7295596 -36.81353617,67.32,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,2,Adult,,,,,,,,,,,,,,,,,,,,174.7295596 -36.81353617,174.7295596,-36.81353617
