CreationDate,EndOutcome,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,x,y
1/03/2023 23:29,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737745,-36.81166667
1/03/2023 23:43,SQ,1-Too soon to tell,0.2,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.738121,-36.81292517
1/03/2023 23:45,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7384639,-36.81274798
1/03/2023 23:48,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7387905,-36.81266395
2/03/2023 1:59,S,6-Pods bursting or fruit mature,5,5,Adult,,,,,,,,,,,,4-NoSignOfFlowering,3,1.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7370811,-36.81092668
5/03/2023 21:58,SQ,5-Pods or Fruit forming,3,3.5,Adult,,,,,1-Too soon to tell,0.5,0.3,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369361,-36.81242
5/03/2023 22:47,S,4-NoSignOfFlowering,0.5,0.5,Adult,5-Pods or Fruit forming,1.5,2,Adult,6-Pods bursting or fruit mature,2,10,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,3,Adult,,,,,4-NoSignOfFlowering,3,8,Adult,,,,,,,,,,,,174.737128,-36.8128051
5/03/2023 22:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.736922,-36.81283255
5/03/2023 22:56,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366585,-36.81308263
5/03/2023 23:49,S,6-Pods bursting or fruit mature,5,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7367192,-36.81227776
6/03/2023 0:28,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7368757,-36.81215476
6/03/2023 1:31,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7337484,-36.8184354
6/03/2023 1:32,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7334595,-36.81830233
6/03/2023 1:36,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7333463,-36.81816319
6/03/2023 1:40,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7330473,-36.81789234
6/03/2023 1:44,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7330791,-36.81769159
6/03/2023 1:46,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7330791,-36.81769159
6/03/2023 2:43,SQ,5-Pods or Fruit forming,3,10,Adult,5-Pods or Fruit forming,2,8,Adult,6-Pods bursting or fruit mature,1.5,20,Adult,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,4-NoSignOfFlowering,2,6,Adult,3-Flowers visible,10,10,Adult,,,,,,,,,,,,,,,,174.7343604,-36.81681488
6/03/2023 22:35,SQ,3-Flowers visible,2,2,Adult,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,3-Flowers visible,5,10,Adult,,,,,,,,,,,,174.7336192,-36.81682402
6/03/2023 22:38,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338438,-36.81672373
6/03/2023 22:46,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,174.7327713,-36.81729315
6/03/2023 22:51,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,4-NoSignOfFlowering,3,2,Adult,,,,,,,,,,,,174.7327713,-36.81729315
6/03/2023 22:53,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327308,-36.81743243
6/03/2023 22:57,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327052,-36.81720606
6/03/2023 23:11,SQ,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,3-Flowers visible,3,4,Adult,,,,,,,,,,,,174.7326008,-36.81698042
6/03/2023 23:13,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7326951,-36.81702548
6/03/2023 23:23,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,,,,,,,,174.732646,-36.81695251
6/03/2023 23:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327403,-36.81699756
6/03/2023 23:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7326913,-36.8169246
6/03/2023 23:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327856,-36.81696969
6/03/2023 23:31,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327364,-36.81689673
6/03/2023 23:33,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7328308,-36.81694182
6/03/2023 23:42,SQ,4-NoSignOfFlowering,1.5,0.3,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327817,-36.81686882
6/03/2023 23:53,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732876,-36.81691391
7/03/2023 0:04,S,4-NoSignOfFlowering,1.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,174.7325208,-36.81689912
7/03/2023 0:16,S,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732389,-36.81672012
7/03/2023 0:18,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7324861,-36.8163561
7/03/2023 0:31,SQ,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2.5,1.5,Adult,,,,,,,,,,,,174.7318889,-36.81596542
7/03/2023 2:06,SQ,,,,,,,,,1-Too soon to tell,0.1,0.1,Seedling,6-Pods bursting or fruit mature,0.5,2,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,,,,,,,,174.7311632,-36.81539402
7/03/2023 2:08,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7308964,-36.81521859
7/03/2023 2:32,SQ,4-NoSignOfFlowering,0.5,0.2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,5,Adult,,,,,,,,,,,,,,,,174.7307566,-36.81512769
7/03/2023 2:36,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.729864,-36.81451313
7/03/2023 2:58,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,3,Adult,4-NoSignOfFlowering,0.3,1,Adult,,,,,,,,,,,,174.7297402,-36.81441552
7/03/2023 22:26,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2,4,Adult,5-Pods or Fruit forming,2,12,Adult,,,,,,,,,,,,174.7300494,-36.81464028
7/03/2023 22:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7300378,-36.814189
7/03/2023 22:31,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.730199,-36.81404479
7/03/2023 22:57,SQ,5-Pods or Fruit forming,2,1.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,2,Adult,4-NoSignOfFlowering,3,1.5,Adult,,,,,,,,4-NoSignOfFlowering,0.25,0.5,Adult,174.729825,-36.81414369
7/03/2023 23:12,S,4-NoSignOfFlowering,1.5,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7295277,-36.81427286
7/03/2023 23:23,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7297139,-36.81363764
7/03/2023 23:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7296459,-36.81358307
7/03/2023 23:39,SQ,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,2,Adult,,,,,,,,,,,,,,,,,,,,174.7295596,-36.81353617
7/03/2023 23:40,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7294826,-36.81348387
7/03/2023 23:41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7293898,-36.8134278
7/03/2023 23:44,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7292272,-36.81419802
8/03/2023 0:00,SQ,4-NoSignOfFlowering,1,0.25,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-Pods or Fruit forming,3,8,Adult,,,,,,,,,,,,174.7292103,-36.81405116
8/03/2023 1:05,SQ,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.5,0.5,Adult,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,4-NoSignOfFlowering,0.25,0.5,Adult,174.7350742,-36.81039369
8/03/2023 1:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7350742,-36.81039369
8/03/2023 1:59,SQ,5-Pods or Fruit forming,3,4,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,2,Adult,,,,,,,,,,,,3-Flowers visible,3,2,Adult,174.7358141,-36.81064827
8/03/2023 2:05,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7358082,-36.81069852
8/03/2023 2:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7359975,-36.8110247
8/03/2023 2:08,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.735996,-36.81111037
8/03/2023 2:34,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,1,2,Adult,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,174.7359842,-36.81122411
8/03/2023 21:30,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7296869,-36.81009074
8/03/2023 22:40,SQ,5-Pods or Fruit forming,2,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7296214,-36.81022197
8/03/2023 23:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7282715,-36.81000731
8/03/2023 23:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7282715,-36.81000731
9/03/2023 0:13,SQ,5-Pods or Fruit forming,6,4,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7283813,-36.81014988
9/03/2023 1:09,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7289076,-36.81325844
9/03/2023 1:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.73043,-36.80927171
9/03/2023 1:13,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.729318,-36.81293498
9/03/2023 1:16,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7292568,-36.81285824
9/03/2023 1:37,SQ,4-NoSignOfFlowering,0.4,1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.728292,-36.81355921
9/03/2023 1:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7283126,-36.81344833
9/03/2023 2:10,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7283126,-36.81344833
9/03/2023 21:30,S,5-Pods or Fruit forming,4,8,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7282661,-36.81001135
12/03/2023 21:30,SQ,1-Too soon to tell,1,1,Juvenile,,,,,,,,,,,,1-Too soon to tell,0.1,0.1,Seedling,,,,,,,,,,,,,3-Flowers visible,2,1,Adult,,,,,,,,4-NoSignOfFlowering,3,2,Adult,,,,,174.7341609,-36.81823708
12/03/2023 21:50,SQ,,,,,,,,,4-NoSignOfFlowering,0.2,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-Buds forming,2,4,Adult,,,,,174.7340561,-36.81753648
12/03/2023 21:53,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7343938,-36.81805238
12/03/2023 22:08,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7348456,-36.81790156
13/03/2023 1:03,SQ,4-NoSignOfFlowering,0.3,0.5,Juvenile,2-Buds forming,1.5,4,Adult,4-NoSignOfFlowering,0.5,2,Adult,,,,1-Too soon to tell,0.1,0.2,Seedling,,,,,,,,,,,,,3-Flowers visible,3,3,Adult,,,,,,,,4-NoSignOfFlowering,0.7,0.5,Juvenile,,,,,174.7339485,-36.81799652
13/03/2023 1:54,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,10,Adult,,,,,,,,,,,,,,,,174.735318,-36.81757017
13/03/2023 2:21,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,6,Adult,,,,,,,,,,,,,,,,174.7354892,-36.81712396
13/03/2023 2:37,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,2,Adult,,,,,,,,,,,,,,,,174.7357078,-36.81752231
13/03/2023 22:16,S,4-NoSignOfFlowering,0.25,0.1,Seedling,,,,,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,3,Adult,4-NoSignOfFlowering,0.5,2,Adult,,,,,,,,,,,,174.7362207,-36.81729201
13/03/2023 22:21,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7364418,-36.81707862
13/03/2023 22:41,SQ,,,,,,,,,4-NoSignOfFlowering,0.25,0.5,Adult,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,10,Adult,,,,,,,,,,,,,,,,174.7362943,-36.81658945
13/03/2023 22:52,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7367688,-36.81695855
13/03/2023 22:57,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369204,-36.81688772
13/03/2023 23:01,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7372775,-36.81672142
13/03/2023 23:46,SQ,4-NoSignOfFlowering,5,3,Adult,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,4-NoSignOfFlowering,0.5,2,Adult,3-Flowers visible,5,10,Adult,,,,,,,,,,,,,,,,174.7374215,-36.8166537
13/03/2023 23:52,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7375563,-36.81652235
13/03/2023 23:54,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7378093,-36.81647914
13/03/2023 23:56,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7379622,-36.81641142
14/03/2023 0:43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7325779,-36.81629348
14/03/2023 0:44,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7322834,-36.81638625
14/03/2023 0:49,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7322834,-36.81638625
14/03/2023 1:06,SQ,,,,,4-NoSignOfFlowering,0.5,0.5,Juvenile,4-NoSignOfFlowering,0.25,0.1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7334882,-36.81621344
14/03/2023 1:08,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7337175,-36.81568701
14/03/2023 1:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7339413,-36.81564841
14/03/2023 1:15,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7343873,-36.81557595
14/03/2023 1:17,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7347069,-36.81543212
14/03/2023 1:19,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7348533,-36.8153405
14/03/2023 1:29,SQ,,,,,4-NoSignOfFlowering,0.5,0.5,Adult,4-NoSignOfFlowering,0.25,0.1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7353674,-36.8151613
14/03/2023 1:45,S,,,,,5-Pods or Fruit forming,1.5,7,Adult,6-Pods bursting or fruit mature,1,15,Adult,,,,4-NoSignOfFlowering,1.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7347403,-36.81521421
14/03/2023 1:48,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7345321,-36.81491567
14/03/2023 2:21,SQ,4-NoSignOfFlowering,3,0.5,Adult,4-NoSignOfFlowering,1,1,Adult,,,,,,,,4-NoSignOfFlowering,0.5,1,Juvenile,,,,,,,,,4-NoSignOfFlowering,0.5,2,Adult,,,,,,,,,,,,,,,,,,,,174.734419,-36.81529164
14/03/2023 2:36,SQ,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,,,,,,,,,,,,,174.7340055,-36.81540261
14/03/2023 21:43,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7360245,-36.81064471
14/03/2023 21:49,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7360142,-36.81083523
14/03/2023 21:51,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7355664,-36.81052711
14/03/2023 22:19,SQ,4-NoSignOfFlowering,0.25,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,4-NoSignOfFlowering,0.1,0.5,Juvenile,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,174.7343872,-36.81130973
14/03/2023 22:26,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.734117,-36.81092705
14/03/2023 22:30,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7339371,-36.81046349
14/03/2023 22:32,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7339459,-36.81055909
14/03/2023 22:34,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7339298,-36.81065108
14/03/2023 22:40,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7341379,-36.81072207
14/03/2023 22:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7337027,-36.81076139
14/03/2023 22:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7334888,-36.81063033
14/03/2023 22:53,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7333287,-36.81044631
14/03/2023 22:55,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7326776,-36.81034644
14/03/2023 23:00,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7324732,-36.81033219
14/03/2023 23:02,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7324732,-36.81033219
14/03/2023 23:04,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7324758,-36.81025166
14/03/2023 23:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7321558,-36.81088389
14/03/2023 23:16,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732038,-36.81040155
14/03/2023 23:18,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7319454,-36.81039635
14/03/2023 23:29,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7319497,-36.81035118
14/03/2023 23:55,S,4-NoSignOfFlowering,1.5,0.5,Adult,,,,,4-NoSignOfFlowering,2,1.5,Juvenile,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,8,Adult,,,,,3-Flowers visible,5,12,Adult,,,,,,,,,,,,174.731641,-36.81089667
15/03/2023 1:28,S,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,6-Pods bursting or fruit mature,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7314284,-36.81032264
15/03/2023 1:31,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7313122,-36.81036102
15/03/2023 1:34,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7312196,-36.81035587
15/03/2023 1:40,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7312239,-36.81031098
15/03/2023 2:04,SQ,6-Pods bursting or fruit mature,2.5,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7302732,-36.81022042
15/03/2023 2:12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7299875,-36.8102042
15/03/2023 2:13,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7297805,-36.81019837
15/03/2023 2:19,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7293836,-36.81083049
15/03/2023 2:22,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7290359,-36.81005152
15/03/2023 2:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7290233,-36.81048923
15/03/2023 2:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.729369,-36.8104811
15/03/2023 2:52,SQ,4-NoSignOfFlowering,3,4,Adult,,,,,,,,,,,,3-Flowers visible,3.5,4,Adult,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,8,Adult,,,,,174.728697,-36.81016853
15/03/2023 21:59,S,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,3-Flowers visible,3,4,Adult,,,,,,,,,,,,,,,,,,,,,,,,,4,6,Adult,,,,,174.7288082,-36.81013823
15/03/2023 22:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7283235,-36.81065477
